STATION_CODE,DATETIME,global_radiation,precipitation,relative_humidity,snow_level,temperature,wind_direction,wind_gust,wind_speed,UNIQUE_IDENTIFIER
T0059,2024-01-24T06:00:00+01,,0.0,,,-1.0,,,,1155_daily_weather
T0059,2024-01-24T06:15:00+01,,0.0,,,-0.9,,,,1156_daily_weather
T0059,2024-01-24T06:30:00+01,,0.0,,,-0.7,,,,1157_daily_weather
T0059,2024-01-24T06:45:00+01,,0.0,,,-1.1,,,,1158_daily_weather
T0059,2024-01-24T07:00:00+01,,0.0,,,-0.7,,,,1159_daily_weather
T0059,2024-01-24T07:15:00+01,,0.0,,,-0.6,,,,1160_daily_weather
T0059,2024-01-24T07:30:00+01,,0.0,,,-0.2,,,,1161_daily_weather
T0059,2024-01-24T07:45:00+01,,0.0,,,0.1,,,,1162_daily_weather
T0059,2024-01-24T08:00:00+01,,0.0,,,-0.1,,,,1163_daily_weather
T0059,2024-01-24T08:15:00+01,,0.0,,,-0.3,,,,1164_daily_weather
T0059,2024-01-24T08:30:00+01,,0.0,,,0.3,,,,1165_daily_weather
T0059,2024-01-24T08:45:00+01,,0.0,,,0.3,,,,1166_daily_weather
T0059,2024-01-24T09:00:00+01,,0.0,,,0.7,,,,1167_daily_weather
T0059,2024-01-24T09:15:00+01,,0.0,,,1.1,,,,1168_daily_weather
T0059,2024-01-24T09:30:00+01,,0.0,,,1.1,,,,1169_daily_weather
T0059,2024-01-24T09:45:00+01,,0.0,,,1.9,,,,1170_daily_weather
T0059,2024-01-24T10:00:00+01,,0.0,,,2.8,,,,1171_daily_weather
T0059,2024-01-24T10:15:00+01,,0.0,,,2.7,,,,1172_daily_weather
T0059,2024-01-24T10:30:00+01,,0.0,,,3.4,,,,1173_daily_weather
T0059,2024-01-24T10:45:00+01,,0.0,,,3.6,,,,1174_daily_weather
T0065,2024-01-23T00:00:00+01,,0.0,,,-3.9,82.0,1.0,0.1,1175_daily_weather
T0065,2024-01-23T00:15:00+01,,0.0,,,-4.3,70.0,0.9,0.0,1176_daily_weather
T0065,2024-01-23T00:30:00+01,,0.0,,,-4.6,61.0,0.8,0.0,1177_daily_weather
T0065,2024-01-23T00:45:00+01,,0.0,,,-4.8,94.0,0.8,0.1,1178_daily_weather
T0065,2024-01-23T01:00:00+01,,0.0,,,-5.1,72.0,0.9,0.1,1179_daily_weather
T0065,2024-01-23T01:15:00+01,,0.0,,,-5.1,,,,1180_daily_weather
T0065,2024-01-23T01:30:00+01,,0.0,,,-5.3,65.0,1.4,0.0,1181_daily_weather
T0065,2024-01-23T01:45:00+01,,0.0,,,-5.3,96.0,1.5,0.1,1182_daily_weather
T0065,2024-01-23T02:00:00+01,,0.0,,,-5.4,92.0,0.9,0.1,1183_daily_weather
T0065,2024-01-23T02:15:00+01,,0.0,,,-5.7,89.0,0.6,0.0,1184_daily_weather
T0065,2024-01-23T02:30:00+01,,0.0,,,-5.6,76.0,1.0,0.1,1185_daily_weather
T0065,2024-01-23T02:45:00+01,,0.0,,,-5.7,90.0,0.9,0.1,1186_daily_weather
T0065,2024-01-23T03:00:00+01,,0.0,,,-5.8,91.0,0.7,0.0,1187_daily_weather
T0065,2024-01-23T03:15:00+01,,0.0,,,-5.8,87.0,1.1,0.1,1188_daily_weather
T0065,2024-01-23T03:30:00+01,,0.0,,,-5.7,96.0,0.8,0.0,1189_daily_weather
T0065,2024-01-23T03:45:00+01,,0.0,,,-5.9,74.0,1.1,0.1,1190_daily_weather
T0065,2024-01-23T04:00:00+01,,0.0,,,-5.9,91.0,1.0,0.1,1191_daily_weather
T0065,2024-01-23T04:15:00+01,,0.0,,,-6.0,52.0,1.3,0.1,1192_daily_weather
T0065,2024-01-23T04:30:00+01,,0.0,,,-6.2,,,,1193_daily_weather
T0065,2024-01-23T04:45:00+01,,0.0,,,-6.5,116.0,0.9,0.1,1194_daily_weather
T0065,2024-01-23T05:00:00+01,,0.0,,,-6.2,90.0,0.8,0.1,1195_daily_weather
T0065,2024-01-23T05:15:00+01,,0.0,,,-6.1,110.0,1.0,0.0,1196_daily_weather
T0065,2024-01-23T05:30:00+01,,0.0,,,-6.1,108.0,1.1,0.1,1197_daily_weather
T0065,2024-01-23T05:45:00+01,,0.0,,,-6.0,92.0,1.4,0.1,1198_daily_weather
T0065,2024-01-23T06:00:00+01,,0.0,,,-6.0,,,,1199_daily_weather
T0065,2024-01-23T06:15:00+01,,0.0,,,-5.9,99.0,1.4,0.0,1200_daily_weather
T0065,2024-01-23T06:30:00+01,,0.0,,,-5.9,90.0,0.6,0.0,1201_daily_weather
T0065,2024-01-23T06:45:00+01,,0.0,,,-6.1,79.0,0.6,0.0,1202_daily_weather
T0065,2024-01-23T07:00:00+01,,0.0,,,-6.2,,,,1203_daily_weather
T0065,2024-01-23T07:15:00+01,,0.0,,,-6.3,93.0,0.8,0.1,1204_daily_weather
T0065,2024-01-23T07:30:00+01,,0.0,,,-6.5,90.0,0.7,0.0,1205_daily_weather
T0065,2024-01-23T07:45:00+01,,0.0,,,-6.5,84.0,0.8,0.0,1206_daily_weather
T0065,2024-01-23T08:00:00+01,,0.0,,,-6.7,,,,1207_daily_weather
T0065,2024-01-23T08:15:00+01,,0.0,,,-6.7,95.0,1.2,0.1,1208_daily_weather
T0065,2024-01-23T08:30:00+01,,0.0,,,-6.7,85.0,0.8,0.1,1209_daily_weather
T0065,2024-01-23T08:45:00+01,,0.0,,,-6.8,83.0,1.0,0.0,1210_daily_weather
T0065,2024-01-23T09:00:00+01,,0.0,,,-6.6,85.0,0.5,0.0,1211_daily_weather
T0065,2024-01-23T09:15:00+01,,0.0,,,-6.7,91.0,1.4,0.1,1212_daily_weather
T0065,2024-01-23T09:30:00+01,,0.0,,,-6.8,109.0,0.7,0.1,1213_daily_weather
T0065,2024-01-23T09:45:00+01,,0.0,,,-6.8,86.0,1.3,0.0,1214_daily_weather
T0065,2024-01-23T10:00:00+01,,0.0,,,-6.7,97.0,1.0,0.1,1215_daily_weather
T0065,2024-01-23T10:15:00+01,,0.0,,,-6.9,104.0,0.9,0.0,1216_daily_weather
T0065,2024-01-23T10:30:00+01,,0.0,,,-6.9,105.0,0.7,0.1,1217_daily_weather
T0065,2024-01-23T10:45:00+01,,0.0,,,-7.0,86.0,1.5,0.1,1218_daily_weather
T0065,2024-01-23T11:00:00+01,,0.0,,,-7.1,101.0,0.8,0.0,1219_daily_weather
T0065,2024-01-23T11:15:00+01,,0.0,,,-6.9,106.0,1.5,0.1,1220_daily_weather
T0065,2024-01-23T11:30:00+01,,0.0,,,-6.8,80.0,1.4,0.1,1221_daily_weather
T0065,2024-01-23T11:45:00+01,,0.2,,,-6.6,72.0,1.2,0.1,1222_daily_weather
T0065,2024-01-23T12:00:00+01,,0.0,,,-6.4,48.0,0.9,0.1,1223_daily_weather
T0065,2024-01-23T12:15:00+01,,0.0,,,-6.0,71.0,1.3,0.1,1224_daily_weather
T0065,2024-01-23T12:30:00+01,,0.0,,,-5.7,93.0,1.0,0.1,1225_daily_weather
T0065,2024-01-23T12:45:00+01,,0.0,,,-5.4,78.0,1.0,0.1,1226_daily_weather
T0065,2024-01-23T13:00:00+01,,0.0,,,-5.4,41.0,1.8,0.1,1227_daily_weather
T0065,2024-01-23T13:15:00+01,,0.0,,,-4.9,38.0,1.3,0.1,1228_daily_weather
T0065,2024-01-23T13:30:00+01,,0.0,,,-4.6,38.0,1.1,0.2,1229_daily_weather
T0065,2024-01-23T13:45:00+01,,0.0,,,-4.1,82.0,14.2,0.8,1230_daily_weather
T0065,2024-01-23T14:00:00+01,,0.2,,,-3.7,104.0,1.4,0.2,1231_daily_weather
T0065,2024-01-23T14:15:00+01,,0.0,,,-3.2,90.0,1.6,0.1,1232_daily_weather
T0065,2024-01-23T14:30:00+01,,0.2,,,-3.0,79.0,1.2,0.0,1233_daily_weather
T0065,2024-01-23T14:45:00+01,,0.0,,,-3.4,53.0,1.5,0.1,1234_daily_weather
T0065,2024-01-23T15:00:00+01,,0.0,,,-3.4,,,,1235_daily_weather
T0065,2024-01-23T15:15:00+01,,0.0,,,-3.2,65.0,1.3,0.1,1236_daily_weather
T0065,2024-01-23T15:30:00+01,,0.0,,,-3.1,88.0,0.9,0.0,1237_daily_weather
T0065,2024-01-23T15:45:00+01,,0.0,,,-3.3,113.0,1.1,0.1,1238_daily_weather
T0065,2024-01-23T16:00:00+01,,0.0,,,-3.7,58.0,0.5,0.0,1239_daily_weather
T0065,2024-01-23T16:15:00+01,,0.0,,,-3.5,,,,1240_daily_weather
T0065,2024-01-23T16:30:00+01,,0.0,,,-3.7,,,,1241_daily_weather
T0065,2024-01-23T16:45:00+01,,0.0,,,-3.7,85.0,1.5,0.0,1242_daily_weather
T0065,2024-01-23T17:00:00+01,,0.0,,,-3.8,35.0,1.3,0.1,1243_daily_weather
T0065,2024-01-23T17:15:00+01,,0.0,,,-3.8,,,,1244_daily_weather
T0065,2024-01-23T17:30:00+01,,0.0,,,-3.8,,,,1245_daily_weather
T0065,2024-01-23T17:45:00+01,,0.0,,,-4.0,49.0,0.9,0.0,1246_daily_weather
T0065,2024-01-23T18:00:00+01,,0.0,,,-4.2,,,,1247_daily_weather
T0065,2024-01-23T18:15:00+01,,0.0,,,-4.4,,,,1248_daily_weather
T0065,2024-01-23T18:30:00+01,,0.0,,,-4.5,,,,1249_daily_weather
T0065,2024-01-23T18:45:00+01,,0.0,,,-4.5,151.0,0.9,0.0,1250_daily_weather
T0065,2024-01-23T19:00:00+01,,0.0,,,-4.2,73.0,1.1,0.1,1251_daily_weather
T0065,2024-01-23T19:15:00+01,,0.0,,,-4.3,45.0,1.2,0.0,1252_daily_weather
T0065,2024-01-23T19:30:00+01,,0.0,,,-4.2,,,,1253_daily_weather
T0065,2024-01-23T19:45:00+01,,0.0,,,-4.3,,,,1254_daily_weather
T0065,2024-01-23T20:00:00+01,,0.0,,,-3.6,125.0,0.7,0.1,1255_daily_weather
T0065,2024-01-23T20:15:00+01,,0.0,,,-3.4,,,,1256_daily_weather
T0065,2024-01-23T20:30:00+01,,0.0,,,-3.0,80.0,1.0,0.0,1257_daily_weather
T0065,2024-01-23T20:45:00+01,,0.0,,,-2.2,98.0,1.1,0.1,1258_daily_weather
T0065,2024-01-23T21:00:00+01,,0.0,,,-1.5,,,,1259_daily_weather
T0065,2024-01-23T21:15:00+01,,0.0,,,-2.0,23.0,0.9,0.0,1260_daily_weather
T0065,2024-01-23T21:30:00+01,,0.0,,,-1.8,,,,1261_daily_weather
T0065,2024-01-23T21:45:00+01,,0.0,,,-0.8,40.0,1.5,0.2,1262_daily_weather
T0065,2024-01-23T22:00:00+01,,0.0,,,-0.2,46.0,1.2,0.1,1263_daily_weather
T0065,2024-01-23T22:15:00+01,,0.0,,,0.5,39.0,1.9,0.1,1264_daily_weather
T0065,2024-01-23T22:30:00+01,,0.0,,,-1.1,,,,1265_daily_weather
T0065,2024-01-23T22:45:00+01,,0.0,,,-0.5,120.0,1.2,0.0,1266_daily_weather
T0065,2024-01-23T23:00:00+01,,0.0,,,-1.5,77.0,1.3,0.0,1267_daily_weather
T0065,2024-01-23T23:15:00+01,,0.0,,,0.3,63.0,1.4,0.1,1268_daily_weather
T0065,2024-01-23T23:30:00+01,,0.0,,,0.1,45.0,1.1,0.0,1269_daily_weather
T0065,2024-01-23T23:45:00+01,,0.0,,,-0.5,,,,1270_daily_weather
T0065,2024-01-24T00:00:00+01,,0.0,,,-1.4,,,,1271_daily_weather
T0065,2024-01-24T00:15:00+01,,0.0,,,-0.9,130.0,0.9,0.0,1272_daily_weather
T0065,2024-01-24T00:30:00+01,,0.0,,,-0.5,97.0,0.6,0.0,1273_daily_weather
T0065,2024-01-24T00:45:00+01,,0.0,,,-0.7,86.0,1.0,0.0,1274_daily_weather
T0065,2024-01-24T01:00:00+01,,0.0,,,-0.1,,,,1275_daily_weather
T0065,2024-01-24T01:15:00+01,,0.0,,,-0.9,,,,1276_daily_weather
T0065,2024-01-24T01:30:00+01,,0.0,,,0.1,,,,1277_daily_weather
T0065,2024-01-24T01:45:00+01,,0.0,,,-0.8,,,,1278_daily_weather
T0065,2024-01-24T02:00:00+01,,0.0,,,0.2,119.0,0.6,0.0,1279_daily_weather
T0065,2024-01-24T02:15:00+01,,0.0,,,0.1,3.0,1.0,0.0,1280_daily_weather
T0065,2024-01-24T02:30:00+01,,0.0,,,-0.5,,,,1281_daily_weather
T0065,2024-01-24T02:45:00+01,,0.0,,,0.6,35.0,0.9,0.0,1282_daily_weather
T0065,2024-01-24T03:00:00+01,,0.0,,,1.0,94.0,1.5,0.1,1283_daily_weather
T0065,2024-01-24T03:15:00+01,,0.0,,,1.6,50.0,0.7,0.0,1284_daily_weather
T0065,2024-01-24T03:30:00+01,,0.0,,,1.6,98.0,1.2,0.1,1285_daily_weather
T0065,2024-01-24T03:45:00+01,,0.0,,,1.4,90.0,1.0,0.2,1286_daily_weather
T0065,2024-01-24T04:00:00+01,,0.0,,,1.9,104.0,1.6,0.2,1287_daily_weather
T0065,2024-01-24T04:15:00+01,,0.0,,,2.0,55.0,1.3,0.1,1288_daily_weather
T0065,2024-01-24T04:30:00+01,,0.0,,,2.0,84.0,1.7,0.0,1289_daily_weather
T0065,2024-01-24T04:45:00+01,,0.0,,,2.0,68.0,1.2,0.1,1290_daily_weather
T0065,2024-01-24T05:00:00+01,,0.0,,,2.1,92.0,1.4,0.2,1291_daily_weather
T0065,2024-01-24T05:15:00+01,,0.0,,,2.0,91.0,1.2,0.1,1292_daily_weather
T0065,2024-01-24T05:30:00+01,,0.0,,,1.9,20.0,1.4,0.1,1293_daily_weather
T0065,2024-01-24T05:45:00+01,,0.0,,,2.0,73.0,1.3,0.1,1294_daily_weather
T0065,2024-01-24T06:00:00+01,,0.0,,,2.1,40.0,1.5,0.1,1295_daily_weather
T0065,2024-01-24T06:15:00+01,,0.0,,,2.3,42.0,1.2,0.1,1296_daily_weather
T0065,2024-01-24T06:30:00+01,,0.0,,,2.5,16.0,1.0,0.1,1297_daily_weather
T0065,2024-01-24T06:45:00+01,,0.0,,,2.5,65.0,1.4,0.2,1298_daily_weather
T0065,2024-01-24T07:00:00+01,,0.2,,,2.7,96.0,2.3,0.1,1299_daily_weather
T0065,2024-01-24T07:15:00+01,,0.0,,,2.6,89.0,1.5,0.1,1300_daily_weather
T0065,2024-01-24T07:30:00+01,,0.0,,,2.7,102.0,1.7,0.2,1301_daily_weather
T0065,2024-01-24T07:45:00+01,,0.0,,,2.6,97.0,2.5,0.2,1302_daily_weather
T0065,2024-01-24T08:00:00+01,,0.0,,,2.8,77.0,1.1,0.2,1303_daily_weather
T0065,2024-01-24T08:15:00+01,,0.0,,,2.7,89.0,1.6,0.1,1304_daily_weather
T0065,2024-01-24T08:30:00+01,,0.2,,,2.9,86.0,1.1,0.2,1305_daily_weather
T0065,2024-01-24T08:45:00+01,,0.0,,,3.0,67.0,1.4,0.2,1306_daily_weather
T0065,2024-01-24T09:00:00+01,,0.0,,,2.9,28.0,1.7,0.1,1307_daily_weather
T0065,2024-01-24T09:15:00+01,,0.0,,,2.9,62.0,1.4,0.2,1308_daily_weather
T0065,2024-01-24T09:30:00+01,,0.0,,,3.1,41.0,1.3,0.1,1309_daily_weather
T0065,2024-01-24T09:45:00+01,,0.0,,,3.3,70.0,1.8,0.1,1310_daily_weather
T0065,2024-01-24T10:00:00+01,,0.0,,,3.2,53.0,2.3,0.2,1311_daily_weather
T0065,2024-01-24T10:15:00+01,,0.0,,,3.6,24.0,2.1,0.1,1312_daily_weather
T0065,2024-01-24T10:30:00+01,,0.0,,,3.6,38.0,1.4,0.1,1313_daily_weather
T0065,2024-01-24T10:45:00+01,,0.0,,,3.6,41.0,1.8,0.2,1314_daily_weather
T0066,2024-01-23T00:00:00+01,,,73.0,96.0,-6.9,19.0,13.9,8.3,1315_daily_weather
T0066,2024-01-23T00:15:00+01,,,69.0,98.0,-7.2,19.0,13.6,7.4,1316_daily_weather
T0066,2024-01-23T00:30:00+01,,,66.0,99.0,-7.6,19.0,16.0,7.8,1317_daily_weather
T0066,2024-01-23T00:45:00+01,,,61.0,97.0,-7.8,19.0,18.1,6.7,1318_daily_weather
T0066,2024-01-23T01:00:00+01,,,60.0,98.0,-8.0,19.0,17.0,7.4,1319_daily_weather
T0066,2024-01-23T01:15:00+01,,,60.0,97.0,-8.2,19.0,16.3,7.2,1320_daily_weather
T0066,2024-01-23T01:30:00+01,,,61.0,97.0,-8.2,19.0,10.9,5.6,1321_daily_weather
T0066,2024-01-23T01:45:00+01,,,62.0,95.0,-8.4,19.0,18.2,10.0,1322_daily_weather
T0066,2024-01-23T02:00:00+01,,,60.0,95.0,-8.2,19.0,14.9,9.5,1323_daily_weather
T0066,2024-01-23T02:15:00+01,,,62.0,94.0,-8.4,19.0,17.5,9.7,1324_daily_weather
T0066,2024-01-23T02:30:00+01,,,65.0,93.0,-8.6,19.0,14.4,7.1,1325_daily_weather
T0066,2024-01-23T02:45:00+01,,,64.0,91.0,-8.7,19.0,14.7,8.1,1326_daily_weather
T0066,2024-01-23T03:00:00+01,,,64.0,89.0,-8.7,19.0,14.7,7.4,1327_daily_weather
T0066,2024-01-23T03:15:00+01,,,65.0,90.0,-8.8,19.0,15.5,6.9,1328_daily_weather
T0066,2024-01-23T03:30:00+01,,,67.0,91.0,-8.9,19.0,9.7,5.3,1329_daily_weather
T0066,2024-01-23T03:45:00+01,,,68.0,91.0,-8.9,19.0,14.8,6.3,1330_daily_weather
T0066,2024-01-23T04:00:00+01,,,64.0,88.0,-8.9,19.0,14.7,5.9,1331_daily_weather
T0066,2024-01-23T04:15:00+01,,,68.0,90.0,-9.2,19.0,13.9,7.2,1332_daily_weather
T0066,2024-01-23T04:30:00+01,,,68.0,90.0,-9.3,19.0,17.1,7.9,1333_daily_weather
T0066,2024-01-23T04:45:00+01,,,72.0,90.0,-9.6,19.0,11.9,6.5,1334_daily_weather
T0066,2024-01-23T05:00:00+01,,,70.0,90.0,-9.4,19.0,13.1,7.5,1335_daily_weather
T0066,2024-01-23T05:15:00+01,,,70.0,90.0,-9.0,19.0,22.3,11.2,1336_daily_weather
T0066,2024-01-23T05:30:00+01,,,73.0,89.0,-8.9,19.0,11.6,7.5,1337_daily_weather
T0066,2024-01-23T05:45:00+01,,,72.0,89.0,-9.1,19.0,19.7,8.9,1338_daily_weather
T0066,2024-01-23T06:00:00+01,,,69.0,89.0,-8.9,19.0,13.4,8.4,1339_daily_weather
T0066,2024-01-23T06:15:00+01,,,64.0,89.0,-8.9,19.0,16.7,8.9,1340_daily_weather
T0066,2024-01-23T06:30:00+01,,,59.0,89.0,-9.0,19.0,14.6,8.1,1341_daily_weather
T0066,2024-01-23T06:45:00+01,,,61.0,88.0,-9.1,19.0,17.5,7.3,1342_daily_weather
T0066,2024-01-23T07:00:00+01,,,64.0,88.0,-9.3,19.0,15.2,7.4,1343_daily_weather
T0066,2024-01-23T07:15:00+01,,,66.0,88.0,-9.5,19.0,14.8,5.7,1344_daily_weather
T0066,2024-01-23T07:30:00+01,,,68.0,88.0,-9.7,19.0,11.9,6.8,1345_daily_weather
T0066,2024-01-23T07:45:00+01,,,70.0,88.0,-9.8,19.0,10.0,5.6,1346_daily_weather
T0066,2024-01-23T08:00:00+01,,,72.0,88.0,-9.9,19.0,9.6,6.1,1347_daily_weather
T0066,2024-01-23T08:15:00+01,,,70.0,88.0,-9.9,19.0,13.2,7.4,1348_daily_weather
T0066,2024-01-23T08:30:00+01,,,65.0,88.0,-9.9,19.0,10.9,6.3,1349_daily_weather
T0066,2024-01-23T08:45:00+01,,,64.0,88.0,-9.9,19.0,14.8,7.7,1350_daily_weather
T0066,2024-01-23T09:00:00+01,,,62.0,87.0,-9.9,19.0,9.0,6.3,1351_daily_weather
T0066,2024-01-23T09:15:00+01,,,62.0,88.0,-9.9,18.0,18.8,8.6,1352_daily_weather
T0066,2024-01-23T09:30:00+01,,,64.0,88.0,-9.9,19.0,12.8,8.2,1353_daily_weather
T0066,2024-01-23T09:45:00+01,,,65.0,88.0,-10.1,18.0,13.1,6.6,1354_daily_weather
T0066,2024-01-23T10:00:00+01,,,64.0,87.0,-10.1,18.0,14.7,6.3,1355_daily_weather
T0066,2024-01-23T10:15:00+01,,,65.0,88.0,-10.3,19.0,14.7,8.3,1356_daily_weather
T0066,2024-01-23T10:30:00+01,,,62.0,88.0,-10.3,19.0,14.0,6.7,1357_daily_weather
T0066,2024-01-23T10:45:00+01,,,65.0,88.0,-10.5,19.0,15.9,7.7,1358_daily_weather
T0066,2024-01-23T11:00:00+01,,,68.0,87.0,-10.6,19.0,14.1,7.4,1359_daily_weather
T0066,2024-01-23T11:15:00+01,,,65.0,86.0,-10.4,19.0,17.4,9.2,1360_daily_weather
T0066,2024-01-23T11:30:00+01,,,61.0,86.0,-10.2,19.0,17.7,8.9,1361_daily_weather
T0066,2024-01-23T11:45:00+01,,,57.0,85.0,-9.8,19.0,23.0,11.0,1362_daily_weather
T0066,2024-01-23T12:00:00+01,,,54.0,85.0,-9.6,19.0,18.6,9.7,1363_daily_weather
T0066,2024-01-23T12:15:00+01,,,51.0,85.0,-9.2,19.0,17.6,9.3,1364_daily_weather
T0066,2024-01-23T12:30:00+01,,,47.0,85.0,-8.8,19.0,15.8,9.1,1365_daily_weather
T0066,2024-01-23T12:45:00+01,,,42.0,83.0,-8.3,19.0,14.5,5.2,1366_daily_weather
T0066,2024-01-23T13:00:00+01,,,45.0,84.0,-7.8,19.0,16.1,8.0,1367_daily_weather
T0066,2024-01-23T13:15:00+01,,,33.0,85.0,-7.0,19.0,19.6,7.6,1368_daily_weather
T0066,2024-01-23T13:30:00+01,,,27.0,84.0,-6.3,19.0,15.5,6.2,1369_daily_weather
T0066,2024-01-23T13:45:00+01,,,30.0,84.0,-6.4,19.0,20.6,7.5,1370_daily_weather
T0066,2024-01-23T14:00:00+01,,,26.0,84.0,-5.9,19.0,14.7,6.1,1371_daily_weather
T0066,2024-01-23T14:15:00+01,,,28.0,84.0,-6.4,19.0,14.3,5.3,1372_daily_weather
T0066,2024-01-23T14:30:00+01,,,27.0,85.0,-6.2,19.0,16.0,6.2,1373_daily_weather
T0066,2024-01-23T14:45:00+01,,,27.0,84.0,-6.3,19.0,15.4,4.1,1374_daily_weather
T0066,2024-01-23T15:00:00+01,,,26.0,85.0,-6.2,19.0,18.7,6.0,1375_daily_weather
T0066,2024-01-23T15:15:00+01,,,27.0,85.0,-6.3,19.0,15.8,5.8,1376_daily_weather
T0066,2024-01-23T15:30:00+01,,,24.0,85.0,-5.9,19.0,12.0,6.2,1377_daily_weather
T0066,2024-01-23T15:45:00+01,,,25.0,85.0,-6.0,19.0,14.8,5.5,1378_daily_weather
T0066,2024-01-23T16:00:00+01,,,24.0,85.0,-6.1,19.0,11.3,2.9,1379_daily_weather
T0066,2024-01-23T16:15:00+01,,,25.0,85.0,-6.2,19.0,14.7,3.1,1380_daily_weather
T0066,2024-01-23T16:30:00+01,,,24.0,84.0,-6.1,19.0,10.3,3.5,1381_daily_weather
T0066,2024-01-23T16:45:00+01,,,23.0,85.0,-6.1,19.0,12.2,2.6,1382_daily_weather
T0066,2024-01-23T17:00:00+01,,,25.0,85.0,-6.7,19.0,10.5,4.8,1383_daily_weather
T0066,2024-01-23T17:15:00+01,,,23.0,85.0,-6.5,19.0,13.0,4.6,1384_daily_weather
T0066,2024-01-23T17:30:00+01,,,25.0,85.0,-6.3,19.0,12.7,4.4,1385_daily_weather
T0066,2024-01-23T17:45:00+01,,,29.0,84.0,-6.3,19.0,12.5,5.5,1386_daily_weather
T0066,2024-01-23T18:00:00+01,,,37.0,84.0,-6.9,19.0,10.9,4.6,1387_daily_weather
T0066,2024-01-23T18:15:00+01,,,43.0,85.0,-7.2,19.0,11.6,3.7,1388_daily_weather
T0066,2024-01-23T18:30:00+01,,,45.0,84.0,-7.5,19.0,7.1,2.1,1389_daily_weather
T0066,2024-01-23T18:45:00+01,,,51.0,84.0,-7.5,19.0,10.2,3.8,1390_daily_weather
T0066,2024-01-23T19:00:00+01,,,57.0,84.0,-7.3,19.0,10.0,4.8,1391_daily_weather
T0066,2024-01-23T19:15:00+01,,,59.0,84.0,-6.6,19.0,9.2,3.0,1392_daily_weather
T0066,2024-01-23T19:30:00+01,,,60.0,84.0,-6.3,19.0,10.5,4.2,1393_daily_weather
T0066,2024-01-23T19:45:00+01,,,64.0,84.0,-5.9,19.0,9.7,4.8,1394_daily_weather
T0066,2024-01-23T20:00:00+01,,,70.0,84.0,-5.1,19.0,11.0,4.5,1395_daily_weather
T0066,2024-01-23T20:15:00+01,,,73.0,85.0,-4.5,19.0,10.8,3.8,1396_daily_weather
T0066,2024-01-23T20:30:00+01,,,76.0,85.0,-4.4,19.0,11.9,5.1,1397_daily_weather
T0066,2024-01-23T20:45:00+01,,,79.0,84.0,-3.8,19.0,19.1,8.1,1398_daily_weather
T0066,2024-01-23T21:00:00+01,,,80.0,85.0,-3.4,19.0,20.9,8.8,1399_daily_weather
T0066,2024-01-23T21:15:00+01,,,82.0,83.0,-3.1,19.0,22.0,8.8,1400_daily_weather
T0066,2024-01-23T21:30:00+01,,,82.0,83.0,-2.7,19.0,20.7,9.8,1401_daily_weather
T0066,2024-01-23T21:45:00+01,,,83.0,82.0,-2.4,19.0,20.5,10.9,1402_daily_weather
T0066,2024-01-23T22:00:00+01,,,87.0,83.0,-2.2,19.0,22.4,9.6,1403_daily_weather
T0066,2024-01-23T22:15:00+01,,,86.0,82.0,-2.1,19.0,29.9,8.4,1404_daily_weather
T0066,2024-01-23T22:30:00+01,,,85.0,82.0,-2.1,19.0,20.7,9.9,1405_daily_weather
T0066,2024-01-23T22:45:00+01,,,83.0,82.0,-2.1,19.0,23.7,10.0,1406_daily_weather
T0066,2024-01-23T23:00:00+01,,,84.0,82.0,-2.1,19.0,20.8,10.0,1407_daily_weather
T0066,2024-01-23T23:15:00+01,,,85.0,83.0,-2.0,19.0,23.1,9.2,1408_daily_weather
T0066,2024-01-23T23:30:00+01,,,87.0,83.0,-1.9,19.0,15.9,6.7,1409_daily_weather
T0066,2024-01-23T23:45:00+01,,,88.0,82.0,-2.1,19.0,22.0,8.8,1410_daily_weather
T0066,2024-01-24T00:00:00+01,,,86.0,83.0,-2.1,19.0,21.2,6.5,1411_daily_weather
T0066,2024-01-24T00:15:00+01,,,87.0,84.0,-2.0,19.0,21.6,7.6,1412_daily_weather
T0066,2024-01-24T00:30:00+01,,,87.0,83.0,-1.8,19.0,21.9,8.3,1413_daily_weather
T0066,2024-01-24T00:45:00+01,,,86.0,83.0,-1.8,19.0,18.4,6.7,1414_daily_weather
T0066,2024-01-24T01:00:00+01,,,86.0,83.0,-1.7,19.0,15.2,7.4,1415_daily_weather
T0066,2024-01-24T01:15:00+01,,,87.0,82.0,-1.7,19.0,22.4,10.1,1416_daily_weather
T0066,2024-01-24T01:30:00+01,,,88.0,81.0,-1.4,19.0,17.8,8.2,1417_daily_weather
T0066,2024-01-24T01:45:00+01,,,90.0,82.0,-1.7,19.0,30.0,9.8,1418_daily_weather
T0066,2024-01-24T02:00:00+01,,,90.0,82.0,-1.1,19.0,26.9,10.2,1419_daily_weather
T0066,2024-01-24T02:15:00+01,,,90.0,82.0,-0.8,19.0,26.4,10.3,1420_daily_weather
T0066,2024-01-24T02:30:00+01,,,87.0,82.0,-0.9,19.0,21.1,9.4,1421_daily_weather
T0066,2024-01-24T02:45:00+01,,,87.0,83.0,-0.8,19.0,24.0,8.5,1422_daily_weather
T0066,2024-01-24T03:00:00+01,,,85.0,83.0,-0.8,19.0,21.1,9.4,1423_daily_weather
T0066,2024-01-24T03:15:00+01,,,82.0,82.0,-0.6,19.0,24.1,11.6,1424_daily_weather
