SAMPLINGPOINT_LOCALID,DATETIME_BEGIN,DATETIME_END,PROPERTY,VALUE_NUMERIC,UNIT,STATIONCLASSIFICATION,AREACLASSIFICATION,ALTITUDE,STATIONCODE,STATIONNAME,LONGITUDE,LATITUDE,MUNICIPALITY,CALCULATED
SPO.IT0963A_7_UV-P_1994-05-16_00:00:00,20231026000000,20231026000000,O3,9.75,Âµg/m3,background,urban,1.0,IT0963A,VE - Parco Bissuola,1365024.309,5700450.435,VIA BISSUOLA,True
SPO.IT0957A_7_UV-P_1997-02-06_00:00:00,20231026000000,20231026000000,O3,43.61905,Âµg/m3,background,suburban,56.0,IT0957A,TENUTA DEL CAVALIERE,1409135.5478,5150420.8387,VIA TENUTA DEL CAVALIERE 102 - Roma (RM),True
SPO.IT0956A_7_UV-P_2006-06-01_00:00:00,20231026000000,20231026000000,O3,39.23809,Âµg/m3,background,urban,48.0,IT0956A,CINECITTA,1399135.9406,5139689.762,LGO. BELOLLI - Roma (RM),True
SPO.IT0953A_7_UV-P_1997-01-30_00:00:00,20231026000000,20231026000000,O3,59.75,Âµg/m3,background,urban,50.0,IT0953A,VILLA ADA,1392266.9714,5150932.2858,VIA SALARIA - Roma (RM),True
SPO.IT0952A_7_UV-P_1997-01-03_00:00:00,20231026000000,20231026000000,O3,57.52381,Âµg/m3,background,rural,66.0,IT0952A,CASTEL DI GUIDO,1365481.2755,5144434.0975,VIA AURELIA KM 20 CASTEL DI GUIDO - Roma (RM),True
SPO.IT0950A_7_UV-P_1995-01-01_00:00:00,20231026000000,20231026000000,O3,45.0,Âµg/m3,background,urban,260.0,IT0950A,AR-ACROPOLI,1323465.1809,5382422.9445,VIA BENEDETTO ANGELICO - Arezzo (AR),True
SPO.IT0892A_7_UV-P_2001-01-01_00:00:00,20231026000000,20231026000000,O3,7.736842,Âµg/m3,background,urban,43.0,IT0892A,GIARDINI MARGHERITA,1264032.818,5540545.8305,VIA MEDARDO BOTTONELLI - Bologna (BO),True
SPO.IT0888A_7_UV-P_1993-01-08_00:00:00,20231026000000,20231026000000,O3,19.38095,Âµg/m3,background,suburban,217.0,IT0888A,COLLEFERRO OBERDAN,1447604.8922,5120686.8436,P.ZZA OBERDAN - Colleferro (RM),True
SPO.IT0885A_7_UV-P_2009-10-05_00:00:00,20231026000000,20231026000000,O3,39.375,Âµg/m3,background,urban,26.0,IT0885A,CIVITAVECCHIA,1313846.6203,5174709.5209,VIA PALMIRO TOGLIATTI - Civitavecchia (RM),True
SPO.IT0884A_7_UV-P_2010-02-11_00:00:00,20231026000000,20231026000000,O3,69.28571,Âµg/m3,background,rural,532.0,IT0884A,ALLUMIERE,1325698.6952,5184654.9154,VIA DEL FAGGETO - Allumiere (RM),True
SPO.IT0883A_7_UV-P_1993-04-26_00:00:00,20231026000000,20231026000000,O3,40.73684,Âµg/m3,background,rural,195.0,IT0883A,FI-SETTIGNANO,1260569.5573,5432873.0501,VIA DESIDERIO DA SETTIGNANO - Firenze (FI),True
SPO.IT0839A_7_UV-P_1996-04-01_00:00:00,20231026000000,20231026000000,O3,5.308003,Âµg/m3,background,suburban,79.0,IT0839A,CREMA,1080355.6581,5679519.2159,VIA XI FEBBRAIO - Crema (CR),True
SPO.IT0732A_7_UV-P_1991-12-01_00:00:00,20231026000000,20231026000000,O3,24.35923,Âµg/m3,background,urban,382.0,IT0732A,VARESE - VIA VIDOLETTI,980075.7213,5754124.5175,VIA MANIN - Varese (VA),True
SPO.IT0707A_7_UV-P_2013-02-27_00:00:00,20231026000000,20231026000000,O3,14.35297,Âµg/m3,background,urban,249.0,IT0707A,BERGAMO - VIA MEUCCI,1073552.8127,5730854.213,VIA MEUCCI - Bergamo (BG),True
SPO.IT0706A_7_UV-P_1989-11-01_00:00:00,20231026000000,20231026000000,O3,3.450516,Âµg/m3,background,urban,123.0,IT0706A,LIMITO,1038332.5504,5697847.926,VIA PALERMO ANGOLO VIA EMILIA - Pioltello (MI),True
SPO.IT0544A_7_UV-P_2011-01-01_00:00:00,20231026000000,20231026000000,O3,18.10526,Âµg/m3,background,suburban,210.0,IT0544A,LUGAGNANO,1094301.764,5593839.0495,"V. FERMI, 9 - Lugagnano Val d'Arda (PC)",True
SPO.IT0508A_7_UV-P_1990-12-01_00:00:00,20231026000000,20231026000000,O3,7.298095,Âµg/m3,background,urban,830.0,IT0508A,BR1 Brunico,1329603.3376,5909058.9373,VIA GOETHE - Brunico (BZ),True
SPO.IT0505A_7_UV-P_1990-02-01_00:00:00,20231026000000,20231026000000,O3,69.8781,Âµg/m3,background,rural-nearcity,1770.0,IT0505A,RE1 Renon,1272734.6626,5875353.0814,"Via TANN, LOC. GRUENWALD - Renon (BZ)",True
SPO.IT1902A_7_UV-P_2008-05-01_00:00:00,20231026000000,20231026000000,O3,56.415,Âµg/m3,background,rural,209.0,IT1902A,BRUFA,1387938.0904,5322166.3542,LOCALITA' BRUFA - Torgiano (PG),True
SPO.IT1899A_7_UV-P_2008-09-25_00:00:00,20231026000000,20231026000000,O3,59.64478,Âµg/m3,background,urban,160.0,IT1899A,Misterbianco,1670993.2766,4511236.5374,"Misterbianco, Contrada Milicia n. 5",True
SPO.IT1898A_7_UV-P_2008-09-16_00:00:00,20231026000000,20231026000000,O3,45.57473,Âµg/m3,background,urban,40.0,IT1898A,Trapani,1396713.8511,4581172.72,"Trapani, Viale Marche n.4 c/o Villa Comunale",True
SPO.IT1897A_7_UV-P_2008-01-01_00:00:00,20231026000000,20231026000000,O3,73.38712,Âµg/m3,industrial,urban,319.0,IT1897A,Lavello,1757470.4872,5019129.4656,Via Lombardia - Lavello (PZ),True
SPO.IT1895A_7_UV-P_2007-01-10_00:00:00,20231026000000,20231026000000,O3,49.56794,Âµg/m3,industrial,rural,55.0,IT1895A,Pisticci,1842162.9123,4927219.6897,Pisticci Scalo - Pisticci (MT),True
SPO.IT1890A_7_UV-P_2008-04-01_00:00:00,20231026000000,20231026000000,O3,82.34236,Âµg/m3,background,urban,925.0,IT1890A,Enna,1589805.1889,4518032.9695,"Enna, Via Valverde n.104",True
SPO.IT1871A_7_UV-P_2008-01-08_00:00:00,20231026000000,20231026000000,O3,8.1,Âµg/m3,industrial,suburban,12.0,IT1871A,ESTE,1298634.5892,5657276.4312,Via Stazie Bragadine,True
SPO.IT1870A_7_UV-P_2008-01-24_00:00:00,20231026000000,20231026000000,O3,8.842105,Âµg/m3,background,rural,18.0,IT1870A,PARCO COLLI EUGANEI,1296099.0652,5667292.1777,Via Roma,True
SPO.IT1868A_7_UV-P_2013-01-22_17:00:00,20231026000000,20231026000000,O3,8.358932,Âµg/m3,background,urban,22.0,IT1868A,MANTOVA SANT'AGNESE,1201755.7968,5646833.2568,Vicolo Sant'Agnese - Mantova (MN),True
SPO.IT1865A_7_UV-P_2006-11-29_00:00:00,20231026000000,20231026000000,O3,11.5499,Âµg/m3,background,rural,16.0,IT1865A,SCHIVENOGLIA,1232399.1583,5621039.7647,lott.ne artigianale - Schivenoglia (MN),True
SPO.IT1827A_7_UV-P_2007-01-01_00:00:00,20231026000000,20231026000000,O3,34.97143,Âµg/m3,background,urban,100.0,IT1827A,Ancona Cittadella,1503771.5865,5405542.5746,Parco Cittadella - Ancona (AN),True
SPO.IT1826A_7_UV-P_2007-07-16_00:00:00,20231026000000,20231026000000,O3,21.7539,Âµg/m3,background,urban,267.0,IT1826A,LECCO VIA SORA,1045939.3451,5756255.2537,VIA SORA - Lecco (LC),True
SPO.IT1812A_7_UV-P_2006-06-23_00:00:00,20231026000000,20231026000000,O3,61.08509,Âµg/m3,background,rural,1192.0,IT1812A,MOGGIO,1057194.9702,5766427.3134,Localitï¿½ Penscei - Moggio (LC),True
SPO.IT1801A_7_UV-P_2006-02-01_00:00:00,20231026000000,20231026000000,O3,50.97454,Âµg/m3,traffic,urban,31.0,IT1801A,TERMOLI2,1669050.1949,5160688.2467,VIA MARTIRI DELLA RESISTENZA - Termoli (CB),True
SPO.IT1743A_7_UV-P_2005-10-20_00:00:00,20231026000000,20231026000000,O3,3.152694,Âµg/m3,background,urban,162.0,IT1743A,MONZA - VIA  MACHIAVELLI,1032425.9382,5713474.0397,via MACHIAVELLI - Monza (MB),True
SPO.IT1742A_7_UV-P_2006-03-06_00:00:00,20231026000000,20231026000000,O3,60.29713,Âµg/m3,industrial,rural,604.0,IT1742A,Viggiano,1770489.7469,4911687.2986,C.da Guardemauro - Viggiano (PZ),True
SPO.IT1741A_7_UV-P_2006-04-15_00:00:00,20231026000000,20231026000000,O3,39.54638,Âµg/m3,industrial,rural,63.0,IT1741A,Ferrandina,1836349.5859,4936797.3221,Zona Industriale - Ferrandina (MT),True
SPO.IT1740A_7_UV-P_2006-03-08_00:00:00,20231026000000,20231026000000,O3,65.36938,Âµg/m3,industrial,rural,187.0,IT1740A,San Nicola di Melfi,1750248.0786,5022237.2978,Zona Industriale - Melfi (PZ),True
SPO.IT1674A_7_UV-P_2006-03-22_00:00:00,20231026000000,20231026000000,O3,72.42986,Âµg/m3,industrial,suburban,720.0,IT1674A,Potenza - S.L.Branca,1766962.3662,4959957.0113,Contrada San Luca Branca - Potenza (PZ),True
SPO.IT1672A_7_UV-P_2004-10-07_00:00:00,20231026000000,20231026000000,O3,75.52631,Âµg/m3,background,rural,1120.0,IT1672A,FEBBIO,1161093.2358,5511942.6165,VIA PROVINCIALE - Villa Minozzo (RE),True
