SAMPLINGPOINT_LOCALID,DATETIME_BEGIN,DATETIME_END,PROPERTY,VALUE_NUMERIC,UNIT,STATIONCLASSIFICATION,AREACLASSIFICATION,ALTITUDE,STATIONCODE,STATIONNAME,LONGITUDE,LATITUDE,MUNICIPALITY,CALCULATED
SPO.IT2260A_5_BETA_2016-04-01_00:00:00,20231026000000,20231026000000,PM10,10.74476,Âµg/m3,background,rural-nearcity,366.0,IT2260A,Basovizza,1542328.2054,5724009.4189,Basovizza - Trieste (TS),True
SPO.IT2223A_5_LIGHT-SCAT_2019-05-03_00:00:00,20231026000000,20231026000000,PM10,9.287143,Âµg/m3,industrial,suburban,20.0,IT2223A,Tirrenopower Volla,1597432.4665,4995600.102,via Filichito - Volla (NA),True
SPO.IT2221A_5_LIGHT-SCAT_2020-01-28_00:00:00,20231026000000,20231026000000,PM10,12.626,Âµg/m3,industrial,urban,83.0,IT2221A,Tirrenopower Via Epomeo,1581367.9508,4989498.6539,via Epomeo - Napoli (NA),True
SPO.IT2184A_5_BETA_2014-09-10_00:00:00,20231026000000,20231026000000,PM10,13.0,Âµg/m3,traffic,urban,316.0,IT2184A,SI-BRACCI,1260693.2332,5363530.6119,Viale Bracci - Siena (SI),True
SPO.IT2183A_5_BETA_2014-09-26_00:00:00,20231026000000,20231026000000,PM10,13.0,Âµg/m3,background,urban,8.0,IT2183A,LI-LA-PIRA,1150230.9025,5398969.0434,via la Pira - Livorno (LI),True
SPO.IT2155A_5_BETA_2014-09-01_00:00:00,20231026000000,20231026000000,PM10,22.6,Âµg/m3,background,rural-nearcity,450.0,IT2155A,CENGIO - RIO PARASACCO,913492.1942,5527090.4819,VIA MONTALDO - CENGIO (SV),True
SPO.IT2154A_5_BETA_2014-04-10_00:00:00,20231026000000,20231026000000,PM10,15.0,Âµg/m3,background,urban,40.0,IT2154A,LI-PIOMBINO-PARCO-VIII-MARZO,1171545.2454,5301618.1519,"Via delle Medaglie d'Oro e della Resistenza, presso parcheggio Parco VIII marzo - Piombino (LI)",True
SPO.IT2153A_5_BETA_2014-01-01_00:00:00,20231026000000,20231026000000,PM10,11.0,Âµg/m3,background,urban,41.0,IT2153A,FI-SIGNA,1235399.2185,5433473.3913,VIA MAESTRO DA SIGNA - Signa (FI),True
SPO.IT2140A_5_BETA_2014-02-11_00:00:00,20231026000000,20231026000000,PM10,19.57238,Âµg/m3,traffic,urban,116.0,IT2140A,Via S.Daniele,1472725.6937,5791707.0517,via San Daniele - Udine (UD),True
SPO.IT2063A_5_BETA_2022-01-01_00:00:00,20231026000000,20231026000000,PM10,25.0,Âµg/m3,industrial,rural,48.0,IT2063A,SPINADESCO,1106546.6853,5644903.7876,"via Cesare Battisti, 1 - Spinadesco (CR)",True
SPO.IT2062A_5_BETA_2022-01-01_00:00:00,20231026000000,20231026000000,PM10,0.0,Âµg/m3,background,urban,207.0,IT2062A,DALMiNE - Via Verdi,1070305.7345,5723464.8392,Via Verdi - Dalmine (BG),True
SPO.IT2061A_5_BETA_2012-03-09_00:00:00,20231026000000,20231026000000,PM10,13.11429,Âµg/m3,background,suburban,380.0,IT2061A,URBINO - LOC.PIANSEVERO - Via Neruda,1406676.5003,5423839.9616,Via Neruda - Loc.Piansevero - Urbino - Urbino (PU),True
SPO.IT2008A_5_BETA_2011-02-17_00:00:00,20231026000000,20231026000000,PM10,10.71428,Âµg/m3,background,urban,4.0,IT2008A,CESGI1,957935.1651,4849285.169,via Pauli Figu S.GIUSTA - Santa Giusta (OR),True
SPO.IT0692A_5_BETA_2022-01-01_00:00:00,20231026000000,20231026000000,PM10,27.16381,Âµg/m3,industrial,urban,87.0,IT0692A,SANNAZZARO,991362.4044,5637541.5731,VIA ANTONA TRAVERSI 10 - Sannazzaro de' Burgondi (PV),True
SPO.IT0689A_5_BETA_2022-01-01_00:00:00,20231026000000,20231026000000,PM10,0.0,Âµg/m3,industrial,rural,73.0,IT0689A,MEZZANA BIGLI - CASONI BORRONI,987280.3187,5632285.0683,VIA AGOGNA 38 - Mezzana Bigli (PV),True
SPO.IT0477A_5_BETA_2022-01-01_00:00:00,20231026000000,20231026000000,PM10,30.48462,Âµg/m3,traffic,urban,122.0,IT0477A,MILANO - V.LE MARCHE,1023180.7432,5699876.9573,VIALE MARCHE 71 - Milano (MI),True
SPO.IT0463A_5_BETA_2013-05-01_00:00:00,20231026000000,20231026000000,PM10,7.035714,Âµg/m3,industrial,suburban,90.0,IT0463A,FALCONARA ALTA,1490567.9817,5406909.509,VIA 8 MARZO - Falconara Marittima (AN),True
SPO.IT2001A_5_BETA_2019-07-24_00:00:00,20231026000000,20231026000000,PM10,20.55,Âµg/m3,traffic,urban,283.0,IT2001A,Bra - Madonna Fiori,873089.8982,5575371.0082,"viale Madonna dei Fiori,55",True
SPO.IT1886A_5_BETA_2018-01-01_00:00:00,20231026000000,20231026000000,PM10,14.59,Âµg/m3,traffic,urban,5.0,IT1886A,PIAZZA SAINT BON - LA SPEZIA,1092697.6501,5482500.9019,PIAZZA SAINT BON  - LA SPEZIA (SP),True
SPO.IT1859A_5_nephelometry_beta_2007-11-16_00:00:00,20231026000000,20231026000000,PM10,22.08048,Âµg/m3,traffic,urban,197.0,IT1859A,TRENTO VBZ,1236785.1462,5797085.5732,Via Bolzano - Trento (TN),True
SPO.IT1857A_5_BETA_2007-01-01_00:00:00,20231026000000,20231026000000,PM10,0.0,Âµg/m3,traffic,urban,257.0,IT1857A,TE - Porta Madonna,1526127.8799,5259941.9261,Viale Crispi - Teramo (TE),True
SPO.IT1856A_5_BETA_2007-01-01_00:00:00,20231026000000,20231026000000,PM10,0.0,Âµg/m3,background,urban,673.0,IT1856A,AQ - Amiternum,1489795.4245,5215687.4077,Via Amiternum - L'Aquila (AQ),True
SPO.IT1796A_5_TEOM_2006-02-20_00:00:00,20231026000000,20231026000000,PM10,9.469231,Âµg/m3,background,rural,110.0,IT1796A,Civitanova IPPODROMO S. MARONE,1522262.8671,5363187.7765,Via Asola - Civitanova Marche (MC),True
SPO.IT1795A_5_TEOM_2006-02-20_00:00:00,20231026000000,20231026000000,PM10,0.0,Âµg/m3,background,suburban,225.0,IT1795A,Macerata COLLEVARIO,1494866.0273,5355452.8541,Via G. Verga - Macerata (MC),True
SPO.IT1739A_5_BETA_2022-01-01_00:00:00,20231026000000,20231026000000,PM10,21.7,Âµg/m3,background,urban,45.0,IT1739A,CREMONA VIA FATEBENEFRATELLI,1118297.0142,5643939.2871,via Fatebenefratelli  - Cremona (CR),True
SPO.IT1737A_5_BETA_2022-01-01_00:00:00,20231026000000,20231026000000,PM10,34.8,Âµg/m3,background,urban,70.0,IT1737A,BRESCIA VILLAGGIO SERENO,1137623.3023,5703009.5372,Traversa IV - Brescia (BS),True
SPO.IT1735A_5_BETA_2022-01-01_00:00:00,20231026000000,20231026000000,PM10,35.44809,Âµg/m3,background,urban,90.0,IT1735A,VOGHERA - VIA POZZONI,1002926.7184,5621565.2517,Via Pozzoni - Voghera (PV),True
SPO.IT1734A_5_BETA_2022-01-01_00:00:00,20231026000000,20231026000000,PM10,9.013809,Âµg/m3,background,suburban,237.0,IT1734A,VALMADRERA,1040713.6743,5754878.702,via Monsignor Pozzi - Valmadrera (LC),True
SPO.IT1650A_5_BETA_2022-01-01_00:00:00,20231026000000,20231026000000,PM10,19.7,Âµg/m3,background,urban,212.0,IT1650A,SARONNO - SANTUARIO,1004565.6753,5720766.9531,VIA SANTUARIO - Saronno (VA),True
SPO.IT1648A_5_BETA_2022-01-01_00:00:00,20231026000000,20231026000000,PM10,19.2,Âµg/m3,background,suburban,320.0,IT1648A,CANTU - VIA MEUCCI,1015882.7487,5736743.2715,VIA MEUCCI - Cantï¿½ (CO),True
SPO.IT1646A_5_BETA_2022-01-01_00:00:00,20231026000000,20231026000000,PM10,23.3,Âµg/m3,background,suburban,47.0,IT1646A,SAN ROCCO AL PORTO,1081345.2884,5634438.6802,Via Matteotti - San Rocco al Porto (LO),True
SPO.IT1593A_5_BETA_2010-01-01_00:00:00,20231026000000,20231026000000,PM10,19.0,Âµg/m3,background,urban,10.0,IT1593A,GR-URSS,1237780.3424,5278334.513,VIA URSS - Grosseto (GR),True
SPO.IT1536A_5_BETA_2015-01-01_00:00:00,20231026000000,20231026000000,PM10,19.95,Âµg/m3,background,urban,6.0,IT1536A,MAGGIOLINA - LA SPEZIA,1095822.3882,5483415.6858,"INTERNO PARCO MAGGIOLINA, VIALE ITALIA - LA SPEZIA (SP)",True
SPO.IT1877A_5_BETA_2022-01-01_00:00:00,20231026000000,20231026000000,PM10,18.9,Âµg/m3,background,urban,260.0,IT1877A,Torino - Rubino,848911.3048,5628120.1973,via Edoardo Rubino c/o giardini Rubino,True
SPO.IT1876A_5_BETA_2022-01-01_00:00:00,20231026000000,20231026000000,PM10,20.81556,Âµg/m3,background,suburban,273.0,IT1876A,CALUSCO,1053824.5499,5729747.5197,Via caduti sul lavoro - Calusco d'Adda (BG),True
SPO.IT1874A_5_BETA_2022-01-01_00:00:00,20231026000000,20231026000000,PM10,27.94333,Âµg/m3,industrial,urban,6.0,IT1874A,PARONA,974570.9724,5665885.6015,Via della Miseria 3 - Parona (PV),True
SPO.IT1873A_5_BETA_2022-01-01_00:00:00,20231026000000,20231026000000,PM10,15.3,Âµg/m3,background,urban,215.0,IT1873A,FERNO,974045.5444,5719131.6792,Via Alfredo di Dio - Ferno (VA),True
SPO.IT1830A_5_BETA_2022-01-01_00:00:00,20231026000000,20231026000000,PM10,30.0,Âµg/m3,background,urban,91.0,IT1830A,Alessandria - Volta,959930.233,5608983.0669,"via Spalto Marengo, 38",True
SPO.IT1773A_5_BETA_2006-10-01_00:00:00,20231026000000,20231026000000,PM10,11.33571,Âµg/m3,background,rural-regional,550.0,IT1773A,Genga -Parco Gola della Rossa,1441834.535,5383488.9004,Piani di Rocchetta - Genga (AN),True
SPO.IT1694A_5_BETA_2005-04-01_00:00:00,20231026000000,20231026000000,PM10,16.67143,Âµg/m3,traffic,urban,325.0,IT1694A,Fabriano,1437072.2872,5364462.7595,Viale Moccia - Fabriano (AN),True
SPO.IT1692A_5_BETA_2022-01-01_00:00:00,20231026000000,20231026000000,PM10,27.2,Âµg/m3,background,urban,122.0,IT1692A,MILANO PASCAL CITTï¿½ STUDI,1028127.8927,5697141.7316,via Pascal - Milano (MI),True
SPO.IT1681A_5_BETA_2008-01-01_00:00:00,20231026000000,20231026000000,PM10,7.0,Âµg/m3,background,rural,650.0,IT1681A,AR-CASA-STABBI,1324887.844,5413019.3625,- LOC. CASA STABBI - Chitignano (AR),True
SPO.IT1592A_5_BETA_2016-01-14_00:00:00,20231026000000,20231026000000,PM10,26.0,Âµg/m3,traffic,urban,10.0,IT1592A,GR-SONNINO,1236759.5427,5275891.51,VIALE SONNINO - Grosseto (GR),True
SPO.IT1588A_5_BETA_2022-01-01_00:00:00,20231026000000,20231026000000,PM10,15.4,Âµg/m3,traffic,urban,388.0,IT1588A,VARESE - VIA COPELLI,981868.8556,5751062.7379,"Via Copelli, 9 - Varese (VA)",True
SPO.IT1578A_5_BETA_2005-04-15_00:00:00,20231026000000,20231026000000,PM10,0.0,Âµg/m3,background,suburban,20.0,IT1578A,VIA SCARPELLINI,1438124.2564,5448949.5669,VIA SCARPELLINI - Pesaro (PU),True
SPO.IT1456A_5_BETA_2015-01-01_00:00:00,20231026000000,20231026000000,PM10,18.87,Âµg/m3,traffic,urban,2.0,IT1456A,SAN CIPRIANO - LIBERTA - LA SPEZIA,1094505.4786,5482606.33,VIALE S.CIPRIANO ANGOLO PIAZZA LIBERTA - LA SPEZIA (SP),True
SPO.IT1449A_5_BETA_2018-01-01_00:00:00,20231026000000,20231026000000,PM10,21.40841,Âµg/m3,background,suburban,50.0,IT1449A,a2a - San Filippo del Mela,1700009.2584,4604123.7825,"San Filippo del Mela, Via Alessandro Cocuzza s.n.",True
SPO.IT1486A_5_BETA_2016-03-09_22:00:00,20231026000000,20231026000000,PM10,11.3,Âµg/m3,background,urban,68.0,IT1486A,CE51 ISTITUTO MANZONI,1596846.926,5024804.534,VIA DE GASPERI - Caserta (CE),True
SPO.IT1464A_5_BETA_2022-01-01_00:00:00,20231026000000,20231026000000,PM10,27.8,Âµg/m3,background,rural,115.0,IT1464A,CASIRATE D'ADDA,1063812.3573,5700185.6874,VIA CIMITERO - Casirate d'Adda (BG),True
SPO.IT1463A_5_BETA_2022-01-01_00:00:00,20231026000000,20231026000000,PM10,26.69979,Âµg/m3,background,suburban,182.0,IT1463A,OSIO SOTTO,1069952.1282,5719754.3913,"VIA PER LEVANTE, 40 - Osio Sotto (BG)",True
SPO.IT1459A_5_BETA_2022-01-01_00:00:00,20231026000000,20231026000000,PM10,17.24389,Âµg/m3,background,suburban,206.0,IT1459A,BUSTO ARSIZIO - ACCAM,983451.1998,5713756.6997,via Novara angolo via Liguria - Busto Arsizio (VA),True
SPO.IT1361A_5_BETA_2002-05-01_00:00:00,20231026000000,20231026000000,PM10,0.0,Âµg/m3,traffic,urban,20.0,IT1361A,VIA MONTEGRAPPA,1449225.036,5440671.8945,VIA MONTEGRAPPA - Fano (PU),True
SPO.IT1335A_5_nephelometry_beta_2018-01-01_00:00:00,20231026000000,20231026000000,PM10,15.89625,Âµg/m3,traffic,urban,297.0,IT1335A,ME1 Merano,1242506.968,5887077.3265,VIA TROGMANN - Merano (BZ),True
SPO.IT1334A_5_nephelometry_beta_2016-01-01_00:00:00,20231026000000,20231026000000,PM10,18.44857,Âµg/m3,traffic,urban,260.0,IT1334A,BZ5 Bolzano,1262359.686,5860107.2768,PIAZZA ADRIANO - Bolzano (BZ),True
SPO.IT1208A_5_BETA_2007-06-26_00:00:00,20231026000000,20231026000000,PM10,0.0,Âµg/m3,traffic,urban,8.0,IT1208A,PE - VIA SACCO,1580458.4705,5228920.1223,VIA SACCO - Pescara (PE),True
SPO.IT1191A_5_nephelometry_beta_2008-10-28_00:00:00,20231026000000,20231026000000,PM10,6.63381,Âµg/m3,background,rural,1601.0,IT1191A,MONTE GAZA,1219843.4329,5793584.5886,MALGA GAZA - Vallelaghi (TN),True
SPO.IT1153A_5_BETA_2022-01-01_00:00:00,20231026000000,20231026000000,PM10,29.1,Âµg/m3,traffic,urban,45.0,IT1153A,CREMONA - P.ZZA CADORNA,1115050.2699,5642448.9417,P.ZZA CADORNA - Cremona (CR),True
SPO.IT1149A_5_BETA_2002-06-18_00:00:00,20231026000000,20231026000000,PM10,0.0,Âµg/m3,background,suburban,353.0,IT1149A,PI-MONTECERBOLI,1211341.6294,5349762.5536,VIA MANZONI  C/O CAMPO SPORTIVO - Pomarance (PI),True
SPO.IT1037A_5_nephelometry_beta_2006-01-14_00:00:00,20231026000000,20231026000000,PM10,16.17809,Âµg/m3,background,urban,203.0,IT1037A,TRENTO PSC,1238562.9185,5790439.5381,PARCO SANTA CHIARA - Trento (TN),True
SPO.IT1034A_5_BETA_2022-01-01_00:00:00,20231026000000,20231026000000,PM10,27.5,Âµg/m3,traffic,urban,221.0,IT1034A,MEDA,1019345.898,5726162.5858,VIA GAGARIN ANG. INDIPENDENZA - Meda (MB),True
SPO.IT1016A_5_BETA_2022-01-01_00:00:00,20231026000000,20231026000000,PM10,32.5,Âµg/m3,traffic,urban,122.0,IT1016A,MILANO - SENATO,1023922.9102,5695775.226,VIA SENATO ANG MARINA - Milano (MI),True
SPO.IT1010A_5_BETA_2022-01-01_00:00:00,20231026000000,20231026000000,PM10,31.5,Âµg/m3,traffic,urban,138.0,IT1010A,MAGENTA,989908.5719,5695422.5211,VIA ZARA - Magenta (MI),True
SPO.IT0950A_5_BETA_2013-08-07_00:00:00,20231026000000,20231026000000,PM10,0.0,Âµg/m3,background,urban,260.0,IT0950A,AR-ACROPOLI,1323465.1809,5382422.9445,VIA BENEDETTO ANGELICO - Arezzo (AR),True
SPO.IT0948A_5_BETA_1994-04-01_00:00:00,20231026000000,20231026000000,PM10,12.0,Âµg/m3,background,urban,75.0,IT0948A,FI-BOBOLI,1252251.8762,5429190.2819,"PIAZZA PITTI, 1 - Firenze (FI)",True
SPO.IT0945A_5_BETA_1996-01-01_00:00:00,20231026000000,20231026000000,PM10,13.0,Âµg/m3,traffic,urban,62.0,IT0945A,PO-FERRUCCI,1236234.1147,5446075.2391,VIA FERRUCCI - Prato (PO),True
SPO.IT0934A_5_BETA_2016-10-05_21:00:00,20231026000000,20231026000000,PM10,15.65263,Âµg/m3,traffic,urban,159.0,IT0934A,Via Mustilli,1646346.2507,5031751.3636,via mustilli - Benevento (BN),True
SPO.IT0912A_5_BETA_2022-01-01_00:00:00,20231026000000,20231026000000,PM10,32.11,Âµg/m3,background,urban,77.0,IT0912A,PAVIA - VIA FOLPERTI,1020212.1863,5652097.1627,VIA FOLPERTI - Pavia (PV),True
SPO.IT0862A_5_BETA_1993-02-10_00:00:00,20231026000000,20231026000000,PM10,15.0,Âµg/m3,background,urban,61.0,IT0862A,FI-BASSI,1256518.7523,5432488.0073,VIALE UGO BASSI - Firenze (FI),True
SPO.IT0861A_5_BETA_1992-12-22_00:00:00,20231026000000,20231026000000,PM10,22.0,Âµg/m3,traffic,urban,49.0,IT0861A,FI-GRAMSCI,1254817.7905,5430389.5986,VIALE ANTONIO GRAMSCI - Firenze (FI),True
SPO.IT0794A_5_BETA_2018-01-01_00:00:00,20231026000000,20231026000000,PM10,18.18149,Âµg/m3,background,suburban,100.0,IT0794A,a2a - Pace del Mela,1703354.7431,4605310.6364,"Pace del Mela, Via Auditorium n.16",True
SPO.IT0777A_5_BETA_2022-01-01_00:00:00,20231026000000,20231026000000,PM10,20.4,Âµg/m3,traffic,urban,292.0,IT0777A,MERATE,1047092.4971,5732078.4379,VIA MADONNA DI LORETO-USSL 14 - Merate (LC),True
SPO.IT0776A_5_BETA_2022-01-01_00:00:00,20231026000000,20231026000000,PM10,9.333017,Âµg/m3,traffic,urban,214.0,IT0776A,LECCO VIA AMENDOLA,1045939.3451,5756255.2537,VIA AMENDOLA - SCUOLA DE AMICIS - Lecco (LC),True
SPO.IT0703A_5_nephelometry_beta_2003-01-30_00:00:00,20231026000000,20231026000000,PM10,16.30048,Âµg/m3,background,suburban,380.0,IT0703A,BORGO VAL,1275041.2024,5788660.5119,VIA 4 NOVEMBRE - Borgo Valsugana (TN),True
SPO.IT2282A_5_BETA_2022-01-01_00:00:00,20231026000000,20231026000000,PM10,24.3,Âµg/m3,background,urban,154.0,IT2282A,Novara - Arpa,959618.5384,5691010.9162,Viale Roma 7,True
SPO.IT2242A_5_BETA_2016-03-24_00:00:00,20231026000000,20231026000000,PM10,13.0,Âµg/m3,background,urban,121.0,IT2242A,FI-FIGLINE,1276493.9218,5407289.3343,VIA MORANDI - Figline e Incisa Valdarno (FI),True
SPO.IT2241A_5_BETA_2015-04-29_00:00:00,20231026000000,20231026000000,PM10,20.0,Âµg/m3,traffic,urban,42.0,IT2241A,MS-MARINA-VECCHIA,1127973.6835,5470256.242,Massa - Massa (MS),True
SPO.IT2240A_5_BETA_2015-04-16_00:00:00,20231026000000,20231026000000,PM10,9.0,Âµg/m3,background,urban,13.0,IT2240A,LU-SAN-CONCORDIO,1168908.0867,5439605.4946,San Concordio - Lucca (LU),True
SPO.IT2239A_5_BETA_2009-01-09_00:00:00,20231026000000,20231026000000,PM10,22.0,Âµg/m3,background,urban,130.0,IT2239A,LU-FORNOLI,1175520.4644,5466301.0988,Fornoli - Bagni di Lucca (LU),True
SPO.IT2167A_5_BETA_2017-01-01_00:00:00,20231026000000,20231026000000,PM10,0.0,Âµg/m3,background,suburban,6.0,IT2167A,Francavilla,1589549.9334,5224312.1258,SS 16 -loc Stadio - Francavilla al Mare (CH),True
SPO.IT2166A_5_BETA_2017-01-01_00:00:00,20231026000000,20231026000000,PM10,0.0,Âµg/m3,background,urban,50.0,IT2166A,Scuola Antonelli,1573810.4705,5212966.8717,Via Feltrino - Chieti (CH),True
SPO.IT2133A_5_BETA_2013-12-21_00:00:00,20231026000000,20231026000000,PM10,12.15143,Âµg/m3,industrial,rural,4.0,IT2133A,A2A Papariano,1494278.2604,5748267.3843,"via Brancolo 79, Papariano - Fiumicello (UD)",True
SPO.IT2132A_5_BETA_2013-12-18_00:00:00,20231026000000,20231026000000,PM10,10.72524,Âµg/m3,background,rural,10.0,IT2132A,A2A Vermegliano,1502937.8035,5754175.6466,"via delle Mostegane, Vermigliano - Ronchi dei Legionari (GO)",True
SPO.IT2130A_5_BETA_2013-12-19_00:00:00,20231026000000,20231026000000,PM10,14.9581,Âµg/m3,industrial,rural,114.0,IT2130A,A2A Doberdo',1507608.7694,5755223.8586,via Vallone 26 - Doberdo del Lago (GO),True
SPO.IT2098A_5_BETA_2022-01-01_00:00:00,20231026000000,20231026000000,PM10,14.4,Âµg/m3,background,suburban,181.0,IT2098A,MONZA PARCO,1032611.8417,5716832.234,Via Mirabellino - Monza (MB),True
SPO.IT2079A_5_BETA_2022-01-01_00:00:00,20231026000000,20231026000000,PM10,26.45905,Âµg/m3,background,urban,109.0,IT2079A,VIGEVANO - VIA VALLETTA,984713.6252,5669577.9782,Via Valletta Fogliano 70 - Vigevano (PV),True
SPO.IT2049A_5_BETA_2011-10-05_00:00:00,20231026000000,20231026000000,PM10,2.8083,Âµg/m3,background,urban,5.0,IT2049A,CENAS9,1003143.2348,4762777.7588,"VIA SICILIA, ASSEMINI - Assemini (CA)",True
SPO.IT2007A_5_BETA_2022-01-01_00:00:00,20231026000000,20231026000000,PM10,13.83761,Âµg/m3,background,urban,323.0,IT2007A,ERBA- Via Battisti,1026674.9507,5749864.8954,Via Battisti - Erba (CO),True
SPO.IT1264A_5_BETA_1999-04-01_00:00:00,20231026000000,20231026000000,PM10,0.0,Âµg/m3,traffic,urban,9.0,IT1264A,PE - VIA FIRENZE,1582190.6018,5231100.4649,VIA FIRENZE c/o LICEO GINNASIO - Pescara (PE),True
SPO.IT1168A_5_BETA_2014-03-09_00:00:00,20231026000000,20231026000000,PM10,11.61,Âµg/m3,background,suburban,62.0,IT1168A,S.Giovanni al Natisone,1490939.0096,5776076.8441,Via Madonna de Taviele - San Giovanni al Natisone (UD),True
SPO.IT1104A_5_BETA_2022-01-01_00:00:00,20231026000000,20231026000000,PM10,41.6581,Âµg/m3,traffic,urban,77.0,IT1104A,PAVIA - P.ZZA MINERVA,1018233.1484,5650780.9368,P.ZZA MINERVA - Pavia (PV),True
SPO.IT1090A_5_BETA_2001-10-02_00:00:00,20231026000000,20231026000000,PM10,13.95571,Âµg/m3,industrial,suburban,50.0,IT1090A,Via Carpineto,1534817.4793,5720148.0795,via del Carpineto - Trieste (TS),True
SPO.IT1071A_5_BETA_1997-11-11_00:00:00,20231026000000,20231026000000,PM10,19.0,Âµg/m3,background,suburban,16.0,IT1071A,PI-SANTA-CROCE-COOP,1199096.4854,5421143.7872,VIA DEL CONCILIO - Santa Croce sull'Arno (PI),True
SPO.IT0840A_5_BETA_2022-01-01_00:00:00,20231026000000,20231026000000,PM10,30.1,Âµg/m3,traffic,suburban,70.0,IT0840A,SORESINA,1098074.0475,5666457.0657,INCROCIO V.LANDRIANI/V.PIAVE - Soresina (CR),True
SPO.IT0839A_5_BETA_2022-01-01_00:00:00,20231026000000,20231026000000,PM10,25.7,Âµg/m3,background,suburban,79.0,IT0839A,CREMA,1080355.6581,5679519.2159,VIA XI FEBBRAIO - Crema (CR),True
SPO.IT0837A_5_BETA_2022-01-01_00:00:00,20231026000000,20231026000000,PM10,21.26762,Âµg/m3,background,urban,190.0,IT0837A,FILAGO,1063812.4686,5721740.5561,VIA DON MILANI - Filago (BG),True
SPO.IT0832A_5_BETA_1998-04-01_00:00:00,20231026000000,20231026000000,PM10,14.0,Âµg/m3,traffic,urban,256.0,IT0832A,AR-REPUBBLICA,1322104.8567,5382636.1259,VIALE MICHELANGELO - Arezzo (AR),True
SPO.IT0709A_5_BETA_2022-01-01_00:00:00,20231026000000,20231026000000,PM10,28.1,Âµg/m3,industrial,urban,18.0,IT0709A,MANTOVA - VIA ARIOSTO,1202621.5284,5644289.9739,VIA ARIOSTO - Mantova (MN),True
SPO.IT0707A_5_BETA_2022-01-01_00:00:00,20231026000000,20231026000000,PM10,16.8,Âµg/m3,background,urban,249.0,IT0707A,BERGAMO - VIA MEUCCI,1073552.8127,5730854.213,VIA MEUCCI - Bergamo (BG),True
SPO.IT0706A_5_BETA_2022-01-01_00:00:00,20231026000000,20231026000000,PM10,26.5,Âµg/m3,background,urban,123.0,IT0706A,LIMITO,1038332.5504,5697847.926,VIA PALERMO ANGOLO VIA EMILIA - Pioltello (MI),True
SPO.IT0591A_5_nephelometry_beta_2002-04-16_00:00:00,20231026000000,20231026000000,PM10,21.43429,Âµg/m3,background,urban,200.0,IT0591A,ROVERETO LGP,1228901.4999,5763129.3768,via Manzoni - Rovereto (TN),True
